Original Sentence,Tokenized Sentence,POS Tags
"अवधूत सांगतो, ""ऐका दाजिबा गाणं हिट झालं.","अवधूत सांगतो , "" ऐका दाजिबा गाणं हिट झालं . """,NNP VRB PUNCT PUNCT VRB NNP NN ADJ VRB PUNCT PUNCT
त्यानंतर हिंदुहृदयसम्राटबाळासाहेब ठाकरेयांच्याशी ओळख झाली.,त्यानंतर हिंदुहृदयसम्राटबाळासाहेब ठाकरेयांच्याशी ओळख झाली .,ADV NNP NNP NN VB PUNCT
महाराष्ट्राला फार मोठा माणूस लाभला.,महाराष्ट्राला फार मोठा माणूस लाभला .,NNP ADV ADJ NN VB PUNCT
मी त्यांना पहिल्यांदा भेटायला गेलो.,मी त्यांना पहिल्यांदा भेटायला गेलो .,PRP PRP ADV VB VB PUNCT
मला त्यांचं दर्शन मिळालं.,मला त्यांचं दर्शन मिळालं .,PRP PRP NN VB PUNCT
ठाण्यावर त्यांचं भयंकर प्रेम होतं.,ठाण्यावर त्यांचं भयंकर प्रेम होतं .,NN PRP ADJ NN AUX PUNCT
तर त्यांनी मला गाणं करायला सांगितलं.,तर त्यांनी मला गाणं करायला सांगितलं .,CC PRP PRP NN INF VBF PUNCT
"'शिवसेनेचे ठाणे, ठाण्याचीशिवसेना'असं मी त्यांच्यासाठी गाणं केलं.","' शिवसेनेचे ठाणे , ठाण्याचीशिवसेना ' असं मी त्यांच्यासाठी गाणं केलं .",PUNCT NN NN PUNCT NN PUNCT DEM PRP PRP NN VB PUNCT
नंतर मी कधीही मातोश्रीवर त्यांना भेटायला गेलो की मी आतमध्ये आल्या आल्या ते लांबूनच मला बघायचे.,नंतर मी कधीही मातोश्रीवर त्यांना भेटायला गेलो की मी आतमध्ये आल्या आल्या ते लांबूनच मला बघायचे .,ADV PRP ADV NN PRP VB VB CC PRP ADV VB VB PRP ADV PRP VB PUNCT
"माझ्याकडे बघून म्हणायचे, 'शिवसेनेचा अवधूत, अवधूतची शिवसेना' असं ते स्वत: गायचे.","माझ्याकडे बघून म्हणायचे , ' शिवसेनेचा अवधूत , अवधूतची शिवसेना ' असं ते स्वत: गायचे .",PRP VBN VRB PUNCT PUNCT NN NN PUNCT NN NN PUNCT DEM PRP PRF VRB PUNCT
"खूपच गोड,  अत्यंत मोठ्या हृदयाचा प्रेमळ माणूस.","खूपच गोड , अत्यंत मोठ्या हृदयाचा प्रेमळ माणूस .",ADV ADJ PUNCT ADV ADJ NN ADJ NN PUNCT
अवधूतचं 'सांग आई' हे गाणं नुकतंच रिलीज झालं.,अवधूतचं  ' सांग आई ' हे गाणं नुकतंच रिलीज झालं .,NN PUNCT VB NN PUNCT DEM NN ADV VB VB PUNCT
यामध्ये स्वप्नील जोशीची लेक मायराने अभिनय केला आहे.,यामध्ये स्वप्नील जोशीची लेक मायराने अभिनय केला आहे .,PRON NNP NNP NN NNP NN VM VAUX PUNCT
अवधूतला 'रॉकस्टार'असंही म्हणतात.,अवधूतला ' रॉकस्टार ' असंही म्हणतात .,NNP PUNCT NN PUNCT ADV VRB PUNCT
"अशा परिस्थितीत भारताने आंतरराष्ट्रीय व्यासपीठांवर दहशतवादाचा मुद्दा सातत्याने, प्रभावीपणे मांडत राहणे गरजेचे आहेच; परंतु त्याचबरोबर गुप्तचर यंत्रणा व सेनादलांचे आधुनिकीकरण, सीमावर्ती भागातील सुरक्षा, सायबर सुरक्षा, स्थानिक तरुणांचे मनोबल आणि रोजगार वाढविणे, याकडेही लक्ष द्यावे लागेल.","अशा परिस्थितीत भारताने आंतरराष्ट्रीय व्यासपीठांवर दहशतवादाचा मुद्दा सातत्याने , प्रभावीपणे मांडत राहणे गरजेचे आहेच ; परंतु त्याचबरोबर गुप्तचर यंत्रणा व सेनादलांचे आधुनिकीकरण , सीमावर्ती भागातील सुरक्षा , सायबर सुरक्षा , स्थानिक तरुणांचे मनोबल आणि रोजगार वाढविणे , याकडेही लक्ष द्यावे लागेल .",DEM NN NNP ADJ NN NN NN ADV PUNCT ADV VB VB ADJ AUX PUNCT CONJ ADV ADJ NN CONJ NN NN PUNCT ADJ ADJ NN PUNCT ADJ NN PUNCT ADJ NN NN CONJ NN VB PUNCT ADV NN VB VB PUNCT
दहशतवाद ही केवळ बंदुकीची समस्या नाही.,दहशतवाद ही केवळ बंदुकीची समस्या नाही .,NN DEM ADV NN NN VRB PUNCT
"ती सामाजिक, मानसिक, धार्मिक आणि आर्थिक पातळीवर निर्माण झालेली गुंतागुंत आहे.","ती सामाजिक , मानसिक , धार्मिक आणि आर्थिक पातळीवर निर्माण झालेली गुंतागुंत आहे .",PRP ADJ PUNCT ADJ PUNCT ADJ CC ADJ NN VBN VBN NN AUX PUNCT
अमेरिका आणि पाश्चिमात्य राष्ट्रे केवळ सामरिक आणि राजकीय गरजांनुसार भूमिका घेतात.,अमेरिका आणि पाश्चिमात्य राष्ट्रे केवळ सामरिक आणि राजकीय गरजांनुसार भूमिका घेतात .,NNP CC JJ NN RB JJ CC JJ ADV NN VB PUNCT
भारतानेही यापुढे आपले दीर्घकालीन हित लक्षात घेऊनच परराष्ट्र धोरण आखावे.,भारतानेही यापुढे आपले दीर्घकालीन हित लक्षात घेऊनच परराष्ट्र धोरण आखावे .,NN ADV DET ADJ NN ADV VBN NN NN VB PUNCT
"आंतरराष्ट्रीय संबंधांमध्ये मैत्री किंवा वैर शाश्वत नसते, तर स्थिती आणि स्वार्थावर आधारित असते.","आंतरराष्ट्रीय संबंधांमध्ये मैत्री किंवा वैर शाश्वत नसते , तर स्थिती आणि स्वार्थावर आधारित असते .",ADJ NN NN CC NN ADJ VRB PUNCT CONJ NN CC NN ADJ VRB PUNCT
त्यामुळे अमेरिकेवर संपूर्णपणे विसंबणे भारतासाठी शहाणपणाचे ठरणार नाही.,त्यामुळे अमेरिकेवर संपूर्णपणे विसंबणे भारतासाठी शहाणपणाचे ठरणार नाही ., অব্যয় NN ADV NN PSP ADJ AUX NEG PUNCT
"अमेरिकेने पाकिस्तानस्थित दहशतवादी संघटनांना काळ्या यादीत घालणे स्वागतार्हच; पण त्यावर अवलंबून न राहता, भारताने आपल्या राष्ट्रीय सुरक्षा यंत्रणा अधिक सक्षम बनवणे, हाच या संदर्भातला खरा धडा ठरेल.","अमेरिकेने पाकिस्तानस्थित दहशतवादी संघटनांना काळ्या यादीत घालणे स्वागतार्हच ; पण त्यावर अवलंबून न राहता , भारताने आपल्या राष्ट्रीय सुरक्षा यंत्रणा अधिक सक्षम बनवणे , हाच या संदर्भातला खरा धडा ठरेल .",NNP JJ JJ NN JJ NN VB JJ PUNCT CC PRP JJ NEG VB PUNCT NNP PRP JJ NN NN ADV JJ VB PUNCT DEM DEM JJ JJ NN VB PUNCT
कोल्हापुरी चप्पल चोरण्याची हिंमतच होऊ नये म्हणून.,कोल्हापुरी चप्पल चोरण्याची हिंमतच होऊ नये म्हणून .,JJ NN NN NN AUX VM CC PUNCT
गेल्या आठवड्यातील प्राडा प्रकरण अजून तसं ताजंच आहे म्हणायचं.,गेल्या आठवड्यातील प्राडा प्रकरण अजून तसं ताजंच आहे म्हणायचं .,JJ NN NNP NN ADV ADV JJ VM VM PUNCT
"इटलीतील प्रसिद्ध फॅशन ब्रँड प्राडाने त्यांच्या मेन्सवेअर फॅशन शोमध्ये एक चप्पल सादर केली, जी दिसायला अगदी हुबेहूब पारंपरिक कोल्हापुरी चप्पलसारखी होती.","इटलीतील प्रसिद्ध फॅशन ब्रँड प्राडाने त्यांच्या मेन्सवेअर फॅशन शोमध्ये एक चप्पल सादर केली , जी दिसायला अगदी हुबेहूब पारंपरिक कोल्हापुरी चप्पलसारखी होती .",NN ADJ NN NN NN PRP NN NN NN DET NN VB VB PUNCT PRP VB ADV ADJ ADJ ADJ ADJ VB PUNCT
पंतप्रधान मोदी यांनी हा प्रवास तरुण पिढीसाठी प्रेरणादायी असल्याची भावना व्यक्त केली होती.,पंतप्रधान मोदी यांनी हा प्रवास तरुण पिढीसाठी प्रेरणादायी असल्याची भावना व्यक्त केली होती .,NN NNP PSP DEM NN ADJ NN ADJ JJ NN VB VBI VAUX PUNCT
"यामुळे येणारी पिढी विज्ञान, तंत्रज्ञान व अंतराळ संशोधनाकडे आकर्षित होईल, असा विश्वास व्यक्त केला जात आहे.","यामुळे येणारी पिढी विज्ञान , तंत्रज्ञान व अंतराळ संशोधनाकडे आकर्षित होईल , असा विश्वास व्यक्त केला जात आहे .",DEM VRB NN NN PUNCT NN CC NN NN VRB VRB PUNCT DEM NN VRB VRB VRB VRB PUNCT
शुभांशू यांचा प्रवास सोपा नव्हता.,शुभांशू यांचा प्रवास सोपा नव्हता .,NNP GEN NN JJ VM PUNCT
त्यासाठी त्यांनी प्रचंड मेहनत घेतली.,त्यासाठी त्यांनी प्रचंड मेहनत घेतली ., অব্যয় PRP ADJ NN VB PUNCT
"अंतराळातून मानवी संवाद कसा साधता येईल, या संवादाद्वारे कठीण परिस्थिती कशी हाताळता येईल, हे प्रयोग शुभांशू यांच्या मिशनचा भाग होते.","अंतराळातून मानवी संवाद कसा साधता येईल , या संवादाद्वारे कठीण परिस्थिती कशी हाताळता येईल , हे प्रयोग शुभांशू यांच्या मिशनचा भाग होते .",NN JJ NN QW VBI VAUX PUNCT DEM NN JJ NN QW VBI VAUX PUNCT DEM NN NNP GEN NN NN VM PUNCT
येत्या काळात अंतराळ मोहिमांमध्ये या प्रयोगातील अभ्यासावर आणखी काम होईल आणि शुभांशू यांचा अनुभव त्यासाठी अत्यंत महत्त्वाचा असेल.,येत्या काळात अंतराळ मोहिमांमध्ये या प्रयोगातील अभ्यासावर आणखी काम होईल आणि शुभांशू यांचा अनुभव त्यासाठी अत्यंत महत्त्वाचा असेल .,JJ NN NN NN DEM ADJ NN ADV NN VB CC NNP GEN NN PRP ADV ADJ VB PUNCT
शुभांशू यांच्या प्रवासात 'हे' होते महत्त्वाचे प्रयोग,शुभांशू यांच्या प्रवासात 'हे' होते महत्त्वाचे प्रयोग,NNP PP NN SYM VM JJ NN
"मानवतंत्रज्ञान संवाद : सूक्ष्म गुरुत्वाकर्षणात स्क्रीन डिस्प्लेवर, डोळेहात समन्वयावर,  संज्ञानात्मक कार्यांवर मानवी वर्तनाचे विश्लेषण.","मानवतंत्रज्ञान संवाद : सूक्ष्म गुरुत्वाकर्षणात स्क्रीन डिस्प्लेवर , डोळेहात समन्वयावर , संज्ञानात्मक कार्यांवर मानवी वर्तनाचे विश्लेषण .",NN NN PUNCT ADJ NN NN NN PUNCT NN NN PUNCT ADJ NN ADJ NN NN PUNCT
"अंकुर आणि बियाणे उगवणे : अंतराळात मूग, मेथीचे बीज उगवणे आणि वाढीचा अभ्यास.","अंकुर आणि बियाणे उगवणे : अंतराळात मूग , मेथीचे बीज उगवणे आणि वाढीचा अभ्यास .",NN CC NN VRB PUNCT NN NN PUNCT NN NN VRB CC NN NN PUNCT
अंतराळात शेतीसाठी हे महत्त्वाचे पाऊल आहे.,अंतराळात शेतीसाठी हे महत्त्वाचे पाऊल आहे .,NN NN DEM ADJ NN AUX PUNCT
"राज्यसभेत आपला मुद्दा मांडताना मल्लिकार्जुन खरगे यांनी म्हटले होते की, जेव्हा देशावर दहशतवादी हल्ले झाले, तेव्हा संपूर्ण विरोधी पक्ष सरकारसोबत एकजूट राहिला.","राज्यसभेत आपला मुद्दा मांडताना मल्लिकार्जुन खरगे यांनी म्हटले होते की , जेव्हा देशावर दहशतवादी हल्ले झाले , तेव्हा संपूर्ण विरोधी पक्ष सरकारसोबत एकजूट राहिला .",NN PRP NN VRB NNP NNP PRP VRB VRB CC PUNCT CC NN ADJ NN VRB PUNCT CC ADJ ADJ NN ADV NN VRB PUNCT
"त्यावेळी काँग्रेसने कोणत्याही अटीशिवाय सरकारला पाठिंबा दिला होता, जेणेकरून देश दहशतवादाविरुद्ध एकजूट होऊन उभा राहू शकेल.","त्यावेळी काँग्रेसने कोणत्याही अटीशिवाय सरकारला पाठिंबा दिला होता , जेणेकरून देश दहशतवादाविरुद्ध एकजूट होऊन उभा राहू शकेल .",ADV NN DET ADV NN NN VB AUX PUNCT CC NN NN ADJ VB ADJ VB AUX PUNCT
"मात्र, आपल्या लोकांना मारणारे दहशतवादी अजूनही फरार आहेत.","मात्र , आपल्या लोकांना मारणारे दहशतवादी अजूनही फरार आहेत .", अव्यय PUNCT  सर्वनाम NN JJ NN RB JJ VRB PUNCT
आतापर्यंत त्यांच्यावर कारवाई का करण्यात आली नाही?,आतापर्यंत त्यांच्यावर कारवाई का करण्यात आली नाही ?,ADV PRON NN ADV VB VB AUX PUNCT
"आपल्या भाषणात खरगेंनी अमेरिकेचे अध्यक्ष ट्रम्प यांच्या त्या विधानावरही तीव्र नाराजी व्यक्त केली, ज्यात ट्रम्प यांनी २४ वेळा म्हटले की, त्यांनीच भारतपाकिस्तान युद्ध थांबवण्यासाठी मध्यस्थी केली.","आपल्या भाषणात खरगेंनी अमेरिकेचे अध्यक्ष ट्रम्प यांच्या त्या विधानावरही तीव्र नाराजी व्यक्त केली , ज्यात ट्रम्प यांनी २४ वेळा म्हटले की , त्यांनीच भारतपाकिस्तान युद्ध थांबवण्यासाठी मध्यस्थी केली .",PRP NN NN NN NN NN PRP DEM NN ADJ NN VB VB PUNCT PRP NN PRP NUM NN VB CC PUNCT PRP NN NN VB NN VB PUNCT
हा आपल्या देशाचा अपमान असल्याची प्रतिक्रिया खरगेंनी दिली होती.,हा आपल्या देशाचा अपमान असल्याची प्रतिक्रिया खरगेंनी दिली होती .,DEM PRON NN NN ADJ NN NNP VB AUX PUNCT
"भाजपचे प्रत्युत्तरमल्लिकार्जुन खरगेंच्या प्रतिक्रियेनंतर भाजप अध्यक्ष आणि केंद्रीय मंत्री जेपी नड्डा म्हणाले की, ""स्वातंत्र्यानंतर अशी कारवाई कधीच झालेली नाही.","भाजपचे प्रत्युत्तर मल्लिकार्जुन खरगेंच्या प्रतिक्रियेनंतर भाजप अध्यक्ष आणि केंद्रीय मंत्री जेपी नड्डा म्हणाले की , ""स्वातंत्र्यानंतर अशी कारवाई कधीच झालेली नाही .""",NN NN NNP NNP NN NNP NN CC ADJ NN NNP NNP VRB CC PUNCT PUNCT DEM NN ADV VRB AUX PUNCT
"तसेच, खरगेंनीऑपरेशन सिंदूरच्यातपशीलांवर चर्चा सुरू केल्याने नड्डांनी आक्षेपही नोंदवला.","तसेच , खरगेंनी ऑपरेशन सिंदूरच्या तपशीलांवर चर्चा सुरू केल्याने नड्डांनी आक्षेपही नोंदवला .",CC PUNCT NN NN NN NN NN JJ VB NN NN VB PUNCT
विरोधी पक्षनेत्याने नियम २६७ अंतर्गत चर्चा सुरू केली नाही.,विरोधी पक्षनेत्याने नियम २६७ अंतर्गत चर्चा सुरू केली नाही .,ADJ NN NN NUM PREP NN ADJP VB NEG PUNCT
ती नियम १६७ अंतर्गत झाली पाहिजे.,ती नियम १६७ अंतर्गत झाली पाहिजे .,PRP NN NUM ADP VBI VM PUNCT
"सरकारला ऑपरेशन सिंदूरवर चर्चा नको आहे, असा चुकीचा संदेश जाऊ नये.","सरकारला ऑपरेशन सिंदूरवर चर्चा नको आहे , असा चुकीचा संदेश जाऊ नये .",NN NN NN NN ADJ V PUNCT DEM ADJ NN VB VAUX PUNCT
"आम्हालाही यावर सखोल चर्चा हवी आहे, मात्र ती नियमांना धरुन असेल, असे नड्डांनी स्पष्ट केले.","आम्हालाही यावर सखोल चर्चा हवी आहे , मात्र ती नियमांना धरुन असेल , असे नड्डांनी स्पष्ट केले .",PRP DEM ADJ NN ADJ AUX PUNCT CC PRP NN ADJ AUX PUNCT DEM NNP ADJ VB PUNCT
ऑपरेशन सिंदूरबद्दल राजनाथ सिंह काय म्हणाले?,ऑपरेशन सिंदूरबद्दल राजनाथ सिंह काय म्हणाले ?,NN PSP NNP NNP PR VBI PUNCT
"यादरम्यान,संरक्षण मंत्री राजनाथ सिंह यांनी परिस्थिती हाताळताना सरकारच्या वतीने मोठे विधान केले.","यादरम्यान , संरक्षण मंत्री राजनाथ सिंह यांनी परिस्थिती हाताळताना सरकारच्या वतीने मोठे विधान केले .",ADV PUNCT NN NN NNP NNP PRP NN VRB NN POST ADJ NN VRB PUNCT
"शेतकऱ्यांच्या अर्थव्यवस्थेत, देशाच्या अर्थव्यवस्थेत, ग्रामीण अर्थव्यवस्थेत आणि प्रत्येक कुटुंबाच्या अर्थव्यवस्थेत पाऊस महत्त्वाचा आहे.","शेतकऱ्यांच्या अर्थव्यवस्थेत , देशाच्या अर्थव्यवस्थेत , ग्रामीण अर्थव्यवस्थेत आणि प्रत्येक कुटुंबाच्या अर्थव्यवस्थेत पाऊस महत्त्वाचा आहे .",NN NN PUNCT NN NN PUNCT ADJ NN CC DET NN NN NN ADJ AUX PUNCT
"गेल्या १० वर्षांपेक्षा यावेळी ३ पट जास्त पाणीसाठा आहे, यामुळे येत्या काळात देशाच्या अर्थव्यवस्थेलाही मोठा फायदा होईल,असंही पंतप्रधान मोदी म्हणाले.","गेल्या १० वर्षांपेक्षा यावेळी ३ पट जास्त पाणीसाठा आहे , यामुळे येत्या काळात देशाच्या अर्थव्यवस्थेलाही मोठा फायदा होईल , असंही पंतप्रधान मोदी म्हणाले .",JJ CD NN NN CD NN JJ NN AUX PUNCT CC JJ NN NN NN JJ NN VB PUNCT CC NN NNP VB PUNCT
ऑपरेशन सिंदूर दरम्यान जगाने भारतीय सैन्याची ताकद पाहिली.,ऑपरेशन सिंदूर दरम्यान जगाने भारतीय सैन्याची ताकद पाहिली .,NN NN ADV NN JJ NN NN VB PUNCT
"ऑपरेशन सिंदूर अंतर्गत, २२ मिनिटांत, दहशतवाद्यांच्या मालकांची घरे जमीनदोस्त करण्यात आली.","ऑपरेशन सिंदूर अंतर्गत , २२ मिनिटांत , दहशतवाद्यांच्या मालकांची घरे जमीनदोस्त करण्यात आली .",NN NN ADP PUNCT NUM NN PUNCT NN NN NN JJ VRB VRB PUNCT
मेड इन इंडिया लष्करी शक्तीच्या या नवीन स्वरूपाकडे जग खूप आकर्षित झाले आहे.,मेड इन इंडिया लष्करी शक्तीच्या या नवीन स्वरूपाकडे जग खूप आकर्षित झाले आहे .,JJ IN NNP JJ NN DEM JJ NN NN ADV VBN VBD AUX PUNCT
"आजकाल, जेव्हा जेव्हा मी जगातील लोकांना भेटतो तेव्हा भारताने बनवलेल्या मेड इन इंडिया शस्त्रांबद्दल जगाचे आकर्षण वाढत आहे, असंही मोदी म्हणाले.","आजकाल , जेव्हा जेव्हा मी जगातील लोकांना भेटतो तेव्हा भारताने बनवलेल्या मेड इन इंडिया शस्त्रांबद्दल जगाचे आकर्षण वाढत आहे , असंही मोदी म्हणाले .",ADV PUNCT SCONJ SCONJ PRP ADJ NN VB SCONJ NNP ADJ ADJ ADP NNP NN NN NN VB VAUX PUNCT ADV NNP VB PUNCT
'नक्षलवाद आणि माओवाद संपत आला,' नक्षलवाद आणि माओवाद संपत आला,PUNCT NN CC NN VBN VM
"पंतप्रधाननरेंद्र मोदीम्हणाले, आज आपले सुरक्षा दल नक्षलवाद संपवण्यासाठी एका नवीन आत्मविश्वासाने आणि संकल्पाने पुढे जात आहेत.","पंतप्रधान नरेंद्र मोदी म्हणाले , आज आपले सुरक्षा दल नक्षलवाद संपवण्यासाठी एका नवीन आत्मविश्वासाने आणि संकल्पाने पुढे जात आहेत .",NN NNP NNP VB PUNCT ADV PRP NN NN NN INF NUM JJ NN CONJ NN ADV VBI VAUX PUNCT
आज अनेक जिल्हे नक्षलवादापासून मुक्त आहेत.,आज अनेक जिल्हे नक्षलवादापासून मुक्त आहेत .,ADV ADJ NN NN ADJ AUX PUNCT
देशात माओवाद आणि नक्षलवादाची व्याप्ती कमी होत आहे.,देशात माओवाद आणि नक्षलवादाची व्याप्ती कमी होत आहे .,NN NN CC NN NN JJ VBP VAUX PUNCT
आपल्या देशाचे संविधान बंदुकीसमोर जिंकत आहे याचा आम्हाला अभिमान आहे.,आपल्या देशाचे संविधान बंदुकीसमोर जिंकत आहे याचा आम्हाला अभिमान आहे .,PRP NN NN NN VB AUX DEM PRP NN AUX PUNCT
पूर्वी रेड झोन असलेले झोन आता देशासाठी ग्रीन झोन बनत आहेत.,पूर्वी रेड झोन असलेले झोन आता देशासाठी ग्रीन झोन बनत आहेत .,ADV ADJ NN ADJ NN ADV NN ADJ NN VB AUX PUNCT
"तरुणांना भाषणबाजी नको, रोजगार हवा!","तरुणांना भाषणबाजी नको , रोजगार हवा !",NN NN ADJ PUNCT NN ADJ PUNCT
राहुल गांधी यांनी व्यक्त केली चिंता,राहुल गांधी यांनी व्यक्त केली चिंता,NNP NNP PSP VB VB NN
"पाटणा :बिहारच्यातरुणांना आता भाषणबाजी नको असून त्यांना त्यांचे भविष्य घडवण्यासाठी रोजगार हवा आहे, अशा शब्दांत लोकसभेतील विरोधी पक्षनेतेराहुल गांधीयांनी तरुणांच्या रोजगारासंबंधी चिंता व्यक्त करत राज्य सरकारवर निशाणा साधला.","पाटणा : बिहारच्या तरुणांना आता भाषणबाजी नको असून त्यांना त्यांचे भविष्य घडवण्यासाठी रोजगार हवा आहे , अशा शब्दांत लोकसभेतील विरोधी पक्षनेते राहुल गांधीयांनी तरुणांच्या रोजगारासंबंधी चिंता व्यक्त करत राज्य सरकारवर निशाणा साधला .",NNP PUNCT NNP NN ADV NN ADJ CONJ PRP PRP NN VRB NN ADJ VRB PUNCT DEM NN ADJ ADJ NN NNP NNP NN NN NN VRB VRB NN NN NN VRB PUNCT
युवक काँग्रेसच्या वतीने येथे आयोजित करण्यात महारोजगार मेळाव्यात ते बोलत होते.,युवक काँग्रेसच्या वतीने येथे आयोजित करण्यात महारोजगार मेळाव्यात ते बोलत होते .,NN NN PSP ADV VBN VBG NN NN PRP VM VAUX PUNCT
संरक्षण संपदा सेवेच्या  प्रशिक्षकांशी बोलताना धनखड यांनी क्रिकेटचे उदाहरण दिले.,संरक्षण संपदा सेवेच्या प्रशिक्षकांशी बोलताना धनखड यांनी क्रिकेटचे उदाहरण दिले .,NN NN NN NN VRB NNP PRP NN NN VRB PUNCT
"ते म्हणाले, प्रत्येक वाईट चेंडू खेळण्याची गरज नाही.","ते म्हणाले , प्रत्येक वाईट चेंडू खेळण्याची गरज नाही .",PRP VB PUNCT DET ADJ NN VB NN NEG PUNCT
जो चांगल्या धावा जमवतो तो नेहमी वाईट चेंडू सोडून देतो.,जो चांगल्या धावा जमवतो तो नेहमी वाईट चेंडू सोडून देतो .,PRON ADJ NN VRB PRON ADV ADJ NN VRB VRB PUNCT
"जो हे चेंडू खेळतो त्याला टिपायला विकेटकिपर, गलीमध्ये कुणीतरी असतेच.","जो हे चेंडू खेळतो त्याला टिपायला विकेटकिपर , गलीमध्ये कुणीतरी असतेच .",PRON DEM NN VRB PRON VRB NN PUNCT NN PRON VRB PUNCT
वक्तव्यामागे हे आहे कारणभारतपाक संघर्षात १० मे रोजी युद्धबंदी झाल्याचे श्रेयडोनाल्ड ट्रम्पघेऊ पाहत आहेत.,वक्तव्यामागे हे आहे कारण भारत-पाक संघर्षात १० मे रोजी युद्धबंदी झाल्याचे श्रेय डोनाल्ड ट्रम्प घेऊ पाहत आहेत .,ADV DEM AUX NOUN NOUN NOUN NUM NOUN ADV NOUN VERB NOUN PROPN PROPN VERB VERB AUX PUNCT
ते सातत्याने आपण युद्ध थांबविल्याचे सांगत आहेत.,ते सातत्याने आपण युद्ध थांबविल्याचे सांगत आहेत .,PRP ADV PRP NN VB VB AUX PUNCT
"तर, दोन्ही देशांच्या डीजीएमओंमध्ये (डायरेक्टर जनरल ऑफ मिलिटरी ऑपरेशन्स) झालेल्या चर्चेनंतरच युद्धबंदीचा निर्णय झाला असल्याचे भारताने वारंवार बजावले आहे.","तर , दोन्ही देशांच्या डीजीएमओंमध्ये ( डायरेक्टर जनरल ऑफ मिलिटरी ऑपरेशन्स ) झालेल्या चर्चेनंतरच युद्धबंदीचा निर्णय झाला असल्याचे भारताने वारंवार बजावले आहे .",CC PUNCT NUM NN NN PUNCT NN NN PP NN NN PUNCT VBN NN NN NN VBD CC NN ADV VBD AUX PUNCT
मात्र तरीही ट्रम्प हे मीच युद्ध थांबवले असे विधान करत आहेत.,मात्र तरीही ट्रम्प हे मीच युद्ध थांबवले असे विधान करत आहेत ., অব্যय  অব্যय NN  অব্যय PRP NN VB  অব্যय NN VB VB PUNCT
विरोधकांच्या मागणीला यश; पावसाळी अधिवेशनात 'ऑपरेशन सिंदूर'वर चर्चेस सरकार तयार,विरोधकांच्या मागणीला यश ; पावसाळी अधिवेशनात ' ऑपरेशन सिंदूर ' वर चर्चेस सरकार तयार,NN NN NN PUNCT ADJ NN PUNCT NN NN PUNCT ADP NN NN ADJ
येत्या सोमवारपासूनसंसदेचेपावसाळी अधिवेशन सुरू होत आहे.,येत्या सोमवारपासून संसदेचे पावसाळी अधिवेशन सुरू होत आहे .,ADJ NN NN ADJ NN VB AUX AUX PUNCT
"संसदीयकामकाज मंत्री किरेन रिजिजू यांनी रविवारी सांगितले की, या अधिवेशनात 'ऑपरेशन सिंदूर'सहसर्व महत्त्वाच्या मुद्द्यांवर चर्चा करण्यास सरकार तयार आहे.","संसदीयकामकाज मंत्री किरेन रिजिजू यांनी रविवारी सांगितले की , या अधिवेशनात ' ऑपरेशन सिंदूर ' सह सर्व महत्त्वाच्या मुद्द्यांवर चर्चा करण्यास सरकार तयार आहे .",NN NN NNP NNP PP NN VRB CC PUNCT DEM NN PUNCT NN NN PUNCT INF  सर्व ADJ NN NN INF NN ADJ VRB PUNCT
"हवामान खात्याने वर्तवलेल्या अंदाजानुसार, २० जुलैपासूनराजस्थानातपावसाचे प्रमाण कमी होण्याची शक्यता आहे.","हवामान खात्याने वर्तवलेल्या अंदाजानुसार , २० जुलैपासून राजस्थानात पावसाचे प्रमाण कमी होण्याची शक्यता आहे .",NN NN VBN ADV PUNCT NUM NN NN NN NN ADJ VBP NN AUX PUNCT
"तथापि, २७२८ जुलैच्या सुमारास पूर्व राजस्थानमध्ये पुन्हा एकदा मुसळधार पावसाची शक्यता वर्तवण्यात आली आहे.","तथापि , २७२८ जुलैच्या सुमारास पूर्व राजस्थानमध्ये पुन्हा एकदा मुसळधार पावसाची शक्यता वर्तवण्यात आली आहे .",CC PUNCT NUM NN ADV JJ NN ADV ADV JJ NN NN VB VB VB PUNCT
"एसडीआरएफ कमांडंट राजेंद्र सिंह सिसोदिया म्हणाले, १८ जुलै रोजी सायंकाळी अजमेर पोलिस नियंत्रण कक्षाला मुसळधार पावसामुळे शहरातील विविध वसाहतींमध्ये लोक अडकल्याची माहिती मिळाली.","एसडीआरएफ कमांडंट राजेंद्र सिंह सिसोदिया म्हणाले , १८ जुलै रोजी सायंकाळी अजमेर पोलिस नियंत्रण कक्षाला मुसळधार पावसामुळे शहरातील विविध वसाहतींमध्ये लोक अडकल्याची माहिती मिळाली .",NN NN NNP NNP NNP VB PUNCT NUM NN ADV ADV NNP NN NN NN ADJ NN ADJ ADJ NN NN ADJ NN VB PUNCT
"पथकाने परिस्थितीची माहिती घेतली असता, शहरातील सर्व तलाव ओव्हफ्लो झाल्याचे आढळून आले.","पथकाने परिस्थितीची माहिती घेतली असता , शहरातील सर्व तलाव ओव्हफ्लो झाल्याचे आढळून आले .",NN NN NN VB CC PUNCT JJ  सर्व NN NN VB VB VB PUNCT
